Property_ID,Latitude,Longitude,Property_Price,Property_Size_sqft,Bedrooms,Bathrooms,Property_Type,Transaction_Type,Consumer_Income,Consumer_Age,Purchase_Score,Distance_to_City_km,Region
622,9.732853,78.312319,183687,2323,4,3,Apartment,Sale,112057,23,5.18,14.41,North
623,12.195846,78.571707,430650,1170,1,2,Villa,Rent,73374,70,1.0,4.26,West
624,10.311329,79.205212,256474,815,4,3,Villa,Sale,91507,46,5.63,39.53,West
625,9.937575,79.979387,75735,1224,5,3,Villa,Rent,88178,53,1.79,18.0,South
626,11.31318,78.697004,395505,1493,4,2,Villa,Sale,88177,48,6.96,43.58,South
627,12.30894,76.421821,276896,1792,5,3,Villa,Rent,117025,23,6.23,25.41,South
628,9.152955,76.014861,376407,2442,2,4,House,Sale,102925,64,8.97,34.73,North
629,9.600668,79.59679,395806,2607,5,1,Apartment,Rent,135502,34,4.05,27.83,West
630,12.991813,77.055357,182377,3362,1,4,Villa,Rent,54670,57,9.41,14.31,South
631,8.842193,79.110729,96776,902,2,1,Villa,Rent,146598,65,2.4,21.42,West
632,11.975474,78.43038,224359,2887,2,3,Apartment,Sale,108533,30,1.05,1.87,East
633,11.340338,78.288566,147319,2495,4,4,House,Sale,104055,53,9.19,10.12,West
634,10.485623,77.14994,136189,3806,4,4,Villa,Rent,129192,51,4.27,23.04,North
635,9.020807,78.83612,195665,2850,1,3,House,Sale,109899,51,7.05,17.14,North
636,11.769183,78.052876,180284,2390,3,1,House,Sale,106279,62,1.07,17.61,North
637,11.18351,76.270376,479647,891,1,4,Villa,Rent,53474,55,7.23,18.86,West
638,8.354709,79.908515,205186,3775,3,3,Apartment,Sale,135659,30,7.91,4.02,West
639,10.32192,79.618622,304511,1747,3,3,Apartment,Rent,134199,41,5.0,31.88,South
640,8.202896,78.459112,211296,1580,5,2,Apartment,Sale,31376,59,3.55,43.37,North
641,8.304372,79.126777,434203,1390,2,3,Villa,Rent,99818,21,6.16,31.52,East
642,9.665908,78.660003,113873,1413,2,2,House,Rent,106633,22,6.01,32.14,West
643,11.463003,77.008772,255798,575,4,1,Apartment,Rent,107865,29,6.38,23.36,West
644,9.689347,79.482066,470825,2572,4,2,House,Rent,147493,41,4.17,32.19,North
645,12.508109,78.628143,207274,3369,2,2,Villa,Sale,57783,67,1.94,39.91,West
646,9.847347,76.045135,229100,3242,4,3,House,Rent,53652,56,7.07,23.23,West
647,10.666566,77.242669,156080,2498,2,3,Villa,Rent,34107,57,6.43,41.16,West
648,8.761338,78.016087,297052,1050,5,2,Apartment,Sale,41163,63,6.77,47.43,East
649,8.478686,76.776177,70104,3666,4,3,House,Sale,139505,46,7.26,14.01,South
650,11.330131,79.106354,71012,3084,4,2,Apartment,Rent,86296,32,7.7,27.61,North
651,8.140399,76.456303,420528,3752,4,4,Villa,Rent,147094,65,1.1,33.65,West
652,9.630047,78.746187,120754,3242,5,3,Apartment,Rent,33451,57,2.19,42.54,North
653,8.612963,79.991148,332399,2146,5,2,Villa,Rent,92721,66,6.51,25.0,South
654,12.929728,77.35744,250413,1854,5,1,Villa,Rent,58875,60,5.35,37.41,South
655,10.056036,78.110183,277945,3654,1,1,House,Rent,94624,24,4.64,8.56,South
656,10.390058,79.646189,461527,842,1,4,House,Rent,50349,25,9.85,4.13,South
657,12.295925,78.001567,423306,943,4,3,House,Sale,127582,46,8.81,30.36,South
658,10.122676,77.266518,174707,2024,2,3,Villa,Sale,139927,36,1.76,11.01,North
659,10.324499,78.43765,111584,2917,5,1,House,Sale,86883,40,4.91,11.47,East
660,12.409675,76.153194,276333,1222,2,4,Apartment,Sale,94674,30,6.44,1.71,West
661,9.089412,76.113549,85604,3869,3,4,Villa,Rent,76046,51,8.6,27.01,West
662,9.411509,78.547689,268035,3826,3,2,Villa,Rent,66332,40,7.82,2.81,East
663,8.008924,78.973295,175371,3436,2,3,Villa,Rent,128506,34,5.65,22.6,West
664,12.993845,77.626042,419647,697,3,2,House,Sale,95977,21,7.77,40.7,South
665,9.883657,78.044866,75735,3793,2,4,Villa,Sale,28641,56,8.74,40.89,West
666,11.719656,77.267408,68437,1126,1,4,Villa,Sale,54528,49,4.38,13.75,West
667,10.614071,77.678534,208725,2452,3,4,House,Sale,145309,26,9.39,4.51,West
668,9.108972,78.425412,56518,3544,4,3,House,Sale,102897,48,7.26,27.8,West
669,8.832195,79.606836,382483,2194,5,3,Villa,Sale,29542,35,8.69,30.19,East
670,10.673628,76.250628,378696,2347,1,3,House,Sale,101006,41,5.59,3.77,South
671,12.87484,78.022935,256530,1930,2,2,Villa,Sale,56029,47,6.61,7.45,North
672,9.467744,77.884832,363633,3857,2,1,Apartment,Sale,137679,34,5.97,15.14,South
673,11.417028,77.543286,236604,2353,2,4,House,Rent,117902,25,1.03,30.63,North
674,10.475989,76.330927,159476,712,3,3,Apartment,Rent,32173,33,5.01,24.14,East
675,10.748946,77.433201,172973,2652,2,1,House,Rent,22152,49,2.55,9.58,West
676,12.957806,78.911372,180124,1592,1,2,Villa,Rent,63637,54,8.48,32.89,North
677,12.932913,76.943493,87251,1093,3,2,Apartment,Sale,135102,33,7.98,25.02,North
678,11.164468,77.64346,140533,761,1,4,Apartment,Sale,114732,52,9.38,24.35,East
679,10.355225,79.410298,99736,3516,2,1,House,Rent,28158,43,5.06,12.65,East
680,9.105858,76.964169,125043,2461,5,4,House,Rent,51709,38,9.96,43.34,South
681,8.53071,76.928227,420608,927,2,4,House,Rent,145260,60,4.22,24.61,North
682,8.666975,77.259078,270006,3750,3,2,Villa,Rent,46187,35,9.09,25.6,East
683,11.14632,76.151789,90943,3334,5,2,House,Rent,78201,22,9.84,10.33,East
684,10.32987,76.868406,347984,1304,2,4,Villa,Sale,65587,36,5.84,6.43,North
685,10.196315,77.250673,200581,1572,1,4,Villa,Sale,146923,32,1.05,42.3,South
686,12.486405,76.788589,184123,1123,2,2,House,Rent,95919,61,3.19,22.9,East
687,10.046931,78.767841,297144,1833,2,1,Apartment,Rent,103903,54,8.15,15.24,West
688,9.444546,76.105121,72644,2539,4,1,Villa,Rent,148177,33,2.17,44.49,North
689,8.139508,76.755314,491132,3783,1,1,House,Rent,95833,49,7.26,2.47,East
690,8.006229,78.630964,94012,2525,3,3,House,Rent,126092,55,2.79,35.69,North
691,8.671289,77.130981,236196,1583,5,2,Apartment,Rent,68150,41,9.2,1.03,East
692,9.668035,77.179785,211638,1018,2,3,Apartment,Rent,58690,64,4.8,10.91,East
693,8.073068,79.289115,229186,932,3,2,House,Rent,56749,70,7.57,43.9,North
694,8.326709,78.279436,134891,1254,3,4,Apartment,Rent,88534,25,4.85,22.64,West
695,12.716496,76.367047,255846,1662,1,2,Apartment,Sale,99496,46,9.29,49.95,North
696,11.037928,77.493736,106307,3323,3,3,Villa,Sale,126407,33,2.26,36.08,North
697,12.62431,77.192423,95527,2255,1,3,Villa,Rent,65013,57,9.5,12.81,South
698,12.685676,76.370286,202332,848,5,4,House,Rent,114116,28,2.03,22.62,South
699,10.88573,76.355706,495608,2631,2,1,Villa,Rent,133793,53,7.19,26.34,West
700,12.805911,78.58912,404070,2964,4,2,Villa,Rent,54603,31,5.57,21.55,West
701,12.864482,77.868287,244701,2651,1,4,Villa,Rent,88526,38,8.32,20.11,South
702,12.940559,77.662009,251580,568,1,4,Villa,Sale,127413,44,6.96,12.44,East
703,10.377397,79.413628,320398,1253,2,3,Apartment,Rent,138716,34,3.19,30.23,South
704,11.102941,78.668776,301858,2109,2,2,Apartment,Rent,54821,47,5.82,35.92,South
705,8.041451,78.794159,372231,1548,1,2,Apartment,Sale,71653,52,5.16,40.33,South
706,9.247098,76.814658,302263,1609,2,2,Villa,Sale,129807,62,2.62,27.27,East
707,11.348419,78.943326,79334,2393,1,3,Apartment,Sale,45376,65,1.36,41.03,East
708,9.617565,77.178437,172234,1733,3,1,Villa,Sale,90436,27,8.88,49.29,West
709,9.958122,76.886242,298539,738,5,2,House,Sale,49929,61,9.29,20.58,North
710,10.908831,79.894269,390386,713,2,3,Villa,Rent,148023,37,7.99,17.06,East
711,9.520574,78.637946,382806,3708,4,2,Villa,Sale,95689,61,6.4,8.02,West
712,9.450558,79.696644,301969,3065,3,1,Villa,Sale,149949,61,1.2,2.44,South
713,12.497254,79.233301,131054,505,4,3,Apartment,Sale,56198,32,2.87,21.38,North
714,11.821588,77.54914,404638,3920,5,3,Apartment,Sale,29104,21,8.67,1.9,West
715,11.303075,76.963108,301868,1749,2,4,Villa,Rent,50318,62,7.27,12.19,East
716,9.91656,76.247644,195695,918,3,2,Villa,Rent,27320,57,2.15,37.52,North
717,10.602085,79.449981,286857,3342,1,2,House,Sale,78128,50,6.87,29.68,North
718,9.537395,77.893893,249554,3195,2,1,House,Rent,81315,52,1.1,34.7,North
719,10.300056,76.572667,403418,1877,2,2,Villa,Rent,39651,31,3.8,20.26,South
720,9.38974,78.942846,316450,3067,2,2,Apartment,Sale,47696,21,3.65,43.27,East
721,10.828416,77.166066,444240,1048,2,1,Villa,Sale,109947,66,2.38,28.42,South
722,10.412274,77.959196,249292,2749,1,1,Apartment,Sale,79420,33,8.77,5.48,South
723,11.685699,77.504155,139003,1421,1,2,Apartment,Sale,54278,59,1.02,7.64,North
724,12.563916,77.96091,427119,2035,1,4,Villa,Sale,112101,25,6.68,41.97,North
725,10.529801,78.656113,299882,3851,1,3,House,Sale,128020,45,6.8,4.13,North
726,12.295308,78.592641,247664,3095,1,2,Villa,Rent,137110,39,6.19,25.33,East
727,12.118073,76.563933,437542,2487,2,2,Villa,Sale,115316,37,3.07,13.13,South
728,12.27381,77.435921,250183,3692,3,2,Apartment,Rent,105918,69,3.79,20.12,North
729,8.79614,77.503843,415546,3624,5,3,Apartment,Sale,53458,41,5.43,5.86,South
730,8.689937,77.90709,203169,3519,3,1,Apartment,Rent,93450,58,4.96,17.52,East
731,9.900332,77.471078,277111,1954,3,2,House,Rent,59973,38,7.83,7.83,East
732,9.744727,77.271746,446357,1077,4,1,House,Sale,35062,59,6.61,7.45,North
733,9.21975,79.365631,106079,1566,2,2,Apartment,Rent,146063,64,5.61,46.48,West
734,8.622086,76.687921,392851,1230,3,1,Apartment,Rent,136599,67,4.26,24.69,West
735,9.370163,79.132397,493617,1975,2,4,House,Sale,65452,50,1.99,12.63,North
736,10.477833,76.723842,446870,3763,1,3,Villa,Rent,110430,66,4.75,22.84,East
737,11.332338,76.785747,93902,2545,2,1,Villa,Rent,45943,48,6.01,6.28,South
738,10.129644,76.353326,293734,972,3,2,Apartment,Sale,141618,23,7.03,37.46,South
739,12.320917,77.452747,298321,1749,1,2,House,Rent,63355,37,7.07,14.0,North
740,12.199565,78.640819,318313,3544,1,3,Villa,Rent,120936,23,6.38,19.42,West
741,11.281989,76.064076,448417,560,2,4,Apartment,Sale,31772,37,2.52,34.3,West
742,8.21901,78.576571,73033,612,4,2,Apartment,Rent,113138,48,6.17,1.6,West
743,11.937742,77.230058,253967,2877,1,1,Villa,Rent,31308,21,7.47,9.63,East
744,10.240108,76.494494,375476,2762,1,2,Apartment,Sale,128713,55,7.59,36.41,East
745,10.656377,79.428028,469176,1790,2,3,Apartment,Sale,127767,56,8.83,18.54,North
746,11.249739,79.862544,449783,1262,2,1,Villa,Rent,21262,42,6.82,13.35,North
747,8.772241,76.165095,430013,3437,4,4,House,Sale,137072,40,4.22,36.82,West
748,9.069424,78.139117,265396,3521,1,4,Villa,Rent,129803,29,7.3,34.96,East
749,8.028556,76.638615,169245,1657,1,2,House,Sale,74588,60,7.2,22.34,North
750,10.286605,78.642387,201850,3555,4,4,House,Rent,83806,63,6.01,44.64,West
751,9.092006,78.373116,165085,3023,3,1,Apartment,Sale,92961,31,6.5,17.96,South
752,8.00061,77.674829,348526,1118,3,2,House,Rent,68628,39,5.77,1.04,West
753,11.106208,76.306811,249749,2659,4,3,Apartment,Sale,140005,49,7.5,9.45,West
754,8.376534,77.260353,215766,2596,3,3,Villa,Rent,114075,41,3.38,8.75,West
755,8.311767,79.603752,345705,3118,1,3,House,Rent,60668,58,6.2,30.62,South
756,12.435547,78.499931,153426,3225,3,3,Villa,Rent,88187,66,2.5,20.04,North
757,8.11878,79.717704,437179,3126,2,3,Villa,Sale,141660,45,8.94,21.52,North
758,11.783787,76.205173,70428,2650,3,2,Villa,Sale,57900,52,9.33,39.64,South
759,8.946547,77.301964,316463,2501,3,3,Villa,Sale,41564,53,1.73,22.11,West
760,9.919948,77.01842,218793,3910,2,3,Apartment,Rent,119333,62,5.39,20.79,East
761,9.511505,76.705251,262941,3054,4,4,House,Rent,143195,45,8.4,26.85,East
762,11.76598,79.380454,332698,3541,1,2,House,Rent,138591,41,3.98,34.61,South
763,12.936872,78.959975,164907,1076,4,1,Apartment,Rent,94049,28,4.08,12.94,North
764,10.15043,76.868477,161083,3008,3,4,Apartment,Rent,120256,25,6.09,23.32,North
765,9.270681,78.051443,366058,937,3,3,House,Sale,77935,48,7.43,21.8,West
766,9.129953,76.118384,162340,2563,4,3,House,Sale,122565,30,4.49,15.12,North
767,11.17104,78.897733,496959,3305,3,1,Villa,Sale,56391,33,1.5,5.74,South
768,9.681665,78.77562,451744,2355,3,2,Apartment,Rent,112424,41,4.87,35.54,East
769,10.336694,79.778069,411635,1763,4,2,Villa,Rent,108130,68,7.85,37.82,South
770,8.658207,76.799329,157327,2245,5,1,Villa,Sale,139831,44,4.71,41.22,North
771,11.623961,79.177592,59336,3756,4,1,House,Rent,76771,50,6.86,40.57,East
772,8.47914,79.290749,135149,3466,4,4,Villa,Sale,92110,40,8.59,31.16,South
773,8.015446,76.412792,161859,713,5,3,Villa,Sale,36313,57,3.39,37.99,East
774,9.650646,79.367652,336643,1360,4,1,Apartment,Sale,48647,21,4.14,21.81,North
775,8.292179,79.680543,292577,2417,3,4,House,Sale,109483,24,9.77,23.99,East
776,9.799301,78.528338,94770,2694,4,1,Apartment,Rent,119800,53,2.23,25.45,East
777,9.689069,78.892973,174345,1485,4,1,House,Sale,64974,65,3.05,48.7,East
778,10.089633,78.029137,272615,3543,2,4,Apartment,Sale,119190,69,5.94,12.86,South
779,12.51729,77.520004,317270,3038,3,4,House,Sale,30260,53,4.58,1.31,East
780,10.871911,79.696357,440892,2581,5,2,House,Sale,128464,40,4.81,10.44,West
781,10.58384,79.88074,223783,998,3,4,Apartment,Sale,33788,32,7.03,9.59,West
782,10.539187,76.449183,88953,2828,4,4,House,Rent,102361,57,5.87,27.42,East
783,9.938301,77.463593,425994,3821,1,3,Apartment,Sale,131620,59,1.83,19.99,East
784,10.769832,77.558165,465632,1165,4,2,Apartment,Rent,23502,46,5.34,13.08,West
785,12.822225,78.546823,368223,1277,2,4,Apartment,Rent,46125,69,2.4,35.01,East
786,12.25451,78.90992,79587,1969,4,3,Villa,Rent,57733,32,9.43,8.14,North
787,12.955602,78.038627,129830,2895,5,1,House,Rent,132173,62,2.84,16.82,West
788,9.490361,76.530478,307349,2116,4,4,Apartment,Sale,84861,67,3.36,30.15,North
789,8.731912,77.646828,220073,1649,4,1,Apartment,Sale,20514,66,3.73,34.98,West
790,11.446757,76.859869,181283,1866,3,1,House,Rent,31805,46,4.94,8.54,South
791,11.50859,79.025662,91734,1273,3,1,Villa,Sale,57570,22,4.55,18.2,East
792,9.815512,77.953771,161880,2081,1,4,Villa,Sale,112116,38,9.4,8.96,North
793,12.682416,79.527067,191609,3244,3,3,Villa,Sale,129011,67,6.02,29.99,North
794,11.738738,78.521826,170511,674,1,2,House,Rent,132434,51,8.56,34.56,West
795,8.594073,78.801273,443662,753,5,3,House,Rent,21072,46,4.74,23.05,East
796,9.870349,76.448524,391749,2767,4,3,Apartment,Sale,61808,34,3.33,42.13,South
797,8.574814,79.976663,434909,1130,3,4,House,Rent,116935,45,4.04,29.68,South
798,12.098343,78.397916,298033,2151,4,4,Villa,Rent,66550,37,1.22,11.62,South
799,9.574558,78.320449,170988,3948,5,2,House,Rent,146251,59,1.45,26.48,West
800,12.248209,77.167419,454398,1544,4,2,Apartment,Rent,146999,67,6.94,40.12,East
801,8.338933,77.500446,404405,3974,2,4,Villa,Sale,92585,40,1.11,45.6,West
802,9.473711,78.173561,342385,2398,4,2,Apartment,Sale,44973,44,4.19,17.24,South
803,8.074815,78.953034,462428,3752,1,4,Apartment,Sale,24595,35,7.98,41.89,North
804,12.148819,76.537676,342041,2580,3,3,Apartment,Sale,100744,53,3.2,25.98,South
805,11.399455,76.910702,340560,3573,4,2,Villa,Rent,67470,45,4.59,21.38,West
806,11.868735,78.754897,321972,2783,4,2,Apartment,Rent,23223,26,9.5,16.97,East
807,11.733601,79.943581,79500,869,5,1,Villa,Sale,80205,37,4.05,38.1,South
808,10.311289,76.027649,318490,1708,1,2,Apartment,Sale,86873,59,9.11,38.39,North
809,12.221851,77.004484,164884,911,5,1,Apartment,Rent,57251,57,8.49,35.67,West
810,11.171875,78.01129,132498,3868,4,4,House,Sale,72945,61,8.19,30.64,West
811,9.604321,76.104843,454643,1047,3,2,House,Sale,125643,69,8.95,45.18,North
812,10.19734,76.080413,147514,2073,2,4,Apartment,Rent,66638,39,7.09,44.73,North
813,10.185964,78.253255,150186,2953,5,3,Villa,Sale,53318,51,7.17,8.59,South
814,10.109296,77.303643,196283,3203,1,2,Apartment,Sale,33395,54,4.5,31.52,West
815,9.395723,76.568638,369392,3599,1,3,Villa,Sale,135895,60,1.96,49.1,South
816,9.959497,76.721977,65054,2232,4,3,Apartment,Rent,90439,47,6.94,18.16,South
817,8.346562,79.296495,380143,1959,2,3,Villa,Rent,127207,27,1.72,46.62,North
818,10.554365,77.531731,228323,3461,5,4,House,Rent,22857,67,2.88,11.84,North
819,9.98616,76.102708,359126,1283,1,3,Apartment,Sale,133475,43,1.54,15.64,South
820,8.815856,79.061264,120854,1097,4,2,House,Rent,73825,39,4.65,41.92,North
821,10.969472,78.656853,292148,3607,2,1,House,Rent,57795,24,4.0,3.3,West
822,9.830101,77.050999,309373,631,1,1,Villa,Rent,51752,31,8.99,22.56,East
823,8.114326,76.672972,297883,979,2,1,House,Rent,130461,56,8.65,13.89,South
824,10.25332,77.147365,122129,3856,3,2,Apartment,Sale,59480,55,2.71,33.73,North
825,8.621615,79.023688,301898,596,2,1,Apartment,Rent,49400,26,1.79,43.67,East
826,8.138809,76.623658,390430,1670,2,2,Apartment,Sale,59582,45,1.77,22.78,North
827,9.807951,76.752737,329955,3238,4,2,Villa,Sale,119847,37,3.68,42.47,East
828,8.205024,78.60107,180612,1425,1,1,Villa,Sale,141165,44,2.37,42.06,East
829,8.737462,78.901687,190370,3734,5,4,House,Sale,88588,50,8.26,28.32,South
830,10.805044,76.39869,243449,1991,4,3,House,Rent,77945,52,5.86,34.4,East
831,11.477106,76.144599,207001,1348,1,4,House,Rent,109747,34,7.1,38.47,East
832,9.682985,76.25858,323712,2512,2,4,Apartment,Sale,78769,39,4.73,35.61,South
833,11.607378,77.660016,105404,2929,3,3,Apartment,Rent,88725,50,4.88,28.6,West
834,8.164699,77.83126,428972,3775,4,1,Villa,Sale,91232,64,6.1,26.2,North
835,12.264983,76.319812,375041,1502,3,4,House,Rent,75035,30,3.68,20.02,East
836,12.314703,77.457727,147894,1983,4,4,Apartment,Sale,91005,49,2.15,36.92,East
837,8.897208,79.0642,355787,1776,5,4,House,Sale,77005,22,6.43,37.16,South
838,10.186958,79.816459,130502,1312,3,2,House,Rent,89487,22,4.64,18.95,South
839,9.253975,78.77282,450059,2413,5,1,Apartment,Sale,55644,55,2.27,26.24,South
840,10.004016,79.473299,434971,2859,2,1,House,Rent,62775,29,7.61,29.85,South
841,9.17305,79.075337,332818,3137,5,2,House,Sale,122025,35,3.97,49.98,East
842,10.15411,77.924744,355050,3968,4,2,House,Rent,101875,48,6.77,6.02,North
843,9.404788,78.877762,66133,3995,2,3,Villa,Sale,40462,43,2.54,11.96,North
844,8.969055,79.714985,442925,1299,1,1,Villa,Rent,58362,36,9.23,27.37,North
845,10.489628,79.838321,430484,3413,1,3,Villa,Rent,53750,29,7.11,23.55,West
846,9.44507,77.496202,269406,1660,5,4,House,Sale,114818,67,9.71,36.16,West
847,10.377521,78.718949,482847,2652,4,3,House,Rent,50336,46,4.59,20.87,East
848,8.502234,79.821362,453057,1617,5,3,Villa,Rent,32651,68,3.33,33.46,North
849,12.993018,77.083598,68445,706,4,1,Apartment,Sale,110318,22,5.08,34.57,North
850,9.468286,78.486513,184092,3739,5,4,Apartment,Rent,72907,47,7.18,29.33,South
851,11.278004,77.449331,440081,3839,5,2,Apartment,Sale,111515,30,1.52,30.32,North
852,9.982226,78.892374,469681,1960,4,4,House,Rent,138731,52,5.46,20.53,West
853,12.945825,77.707341,77179,3036,4,4,House,Sale,39894,67,6.91,19.94,East
854,12.389132,79.258419,333911,1641,5,3,Apartment,Rent,109139,55,9.4,8.32,East
855,11.697134,79.829143,225376,3198,1,4,House,Rent,90723,64,1.41,43.18,East
856,11.886736,78.654677,400528,3858,4,2,Apartment,Sale,122522,34,6.83,29.15,South
857,10.824094,77.044979,262788,3954,3,1,House,Rent,94135,25,8.85,5.33,South
858,8.251705,76.7722,258487,1982,3,4,House,Sale,92081,21,9.05,19.59,West
859,11.097075,79.035558,389498,3432,1,1,House,Rent,145310,50,9.91,9.72,North
860,10.818923,78.997684,216433,769,1,2,Apartment,Rent,38822,46,3.48,32.06,South
861,11.16321,77.938952,474934,933,4,2,Villa,Rent,36851,49,4.83,13.13,North
862,9.914008,78.182145,382221,2560,3,1,Villa,Sale,46787,52,8.92,15.84,East
863,10.266161,76.204961,417783,3408,1,3,Villa,Sale,51533,31,3.99,12.92,South
864,8.588166,77.826364,490588,3868,1,2,House,Sale,65958,53,2.73,44.02,East
865,9.192187,79.068202,166578,3545,1,3,Villa,Rent,33982,55,7.97,13.62,East
866,9.016493,77.391126,136509,1815,1,1,Apartment,Sale,69567,38,8.49,4.43,North
867,11.007407,79.854228,494654,1332,5,3,Apartment,Rent,48299,41,8.74,42.01,West
868,8.174815,76.488555,207165,737,3,1,House,Sale,112492,51,9.26,5.53,North
869,8.447485,76.427226,289495,1267,4,1,House,Sale,137076,26,3.03,15.4,West
870,8.655245,79.949403,344885,2994,1,2,Apartment,Rent,45592,31,5.16,8.87,North
871,10.00471,77.917541,111355,2349,5,1,Apartment,Sale,146982,32,8.96,4.21,North
872,9.627361,79.019977,353726,825,1,4,Villa,Rent,90167,23,4.39,22.41,North
873,9.513122,77.723888,364728,2868,3,4,House,Rent,27973,27,2.66,12.79,West
874,10.259322,78.016289,400027,3777,4,1,Apartment,Rent,69204,38,6.09,19.56,West
875,10.073595,79.471054,109451,2971,1,3,House,Rent,112221,33,6.46,29.81,North
876,8.099799,79.575138,183686,2636,4,4,Villa,Sale,56755,47,7.38,2.79,South
877,11.034985,76.296475,449370,3245,2,3,Villa,Sale,20533,69,1.32,12.76,North
878,10.087626,78.662394,351203,1145,5,2,Apartment,Rent,121175,70,8.75,34.09,West
879,11.857782,77.668913,98504,1661,3,3,Villa,Rent,24724,60,9.34,49.94,West
880,12.467706,77.712578,449239,1715,5,3,House,Sale,121098,42,1.13,4.38,West
881,9.435597,76.482014,117564,567,4,3,Apartment,Rent,147042,58,8.43,1.19,North
882,10.519368,78.002532,128881,3959,3,2,Apartment,Sale,100322,30,9.42,48.65,West
883,12.429932,78.840725,344152,2203,4,2,House,Rent,47365,37,5.58,41.12,West
884,12.337619,79.603424,124676,1474,5,3,Apartment,Sale,53264,60,7.99,21.02,North
885,10.246869,76.961821,422128,3406,2,4,House,Rent,85199,22,9.24,25.45,South
886,10.322254,77.059931,473402,2351,1,2,Apartment,Rent,85285,59,2.19,15.2,North
887,8.821054,76.42604,181867,897,3,3,House,Rent,99947,54,1.07,34.09,West
888,12.819599,76.102009,314992,2828,2,2,Apartment,Sale,97106,27,2.24,11.92,East
889,9.550754,79.260572,455057,2905,1,2,Villa,Rent,100773,61,7.18,36.66,South
890,12.495365,77.69791,260219,1465,4,4,Apartment,Sale,21351,41,7.25,8.65,South
891,9.814646,77.116416,271764,1343,1,1,House,Rent,123661,37,5.91,14.54,South
892,12.248362,78.543237,124819,1939,3,4,Apartment,Sale,106493,35,6.17,24.86,South
893,8.758803,79.171448,468326,1245,5,2,House,Rent,119377,56,6.01,44.98,North
894,9.866623,76.126532,292298,3322,2,2,Villa,Rent,45258,42,7.7,15.24,East
895,12.60344,78.626741,412870,3586,2,3,Villa,Sale,131794,57,5.49,38.51,West
896,9.60808,76.687651,381501,2287,1,2,House,Sale,112979,67,2.45,24.02,West
897,11.152543,76.587121,386995,3541,1,4,Villa,Rent,118448,53,8.6,43.68,South
898,12.877255,78.787183,376167,1085,3,1,Villa,Rent,55258,32,6.94,35.05,South
899,8.758877,78.469589,327055,2467,2,1,Villa,Rent,118599,63,2.03,28.85,North
900,12.629976,79.594619,472077,1125,5,1,Villa,Rent,113434,40,5.84,26.41,North
901,11.518463,77.101944,438429,3053,1,2,House,Rent,82878,35,6.07,42.13,North
902,12.96109,78.135775,291177,2976,5,1,House,Sale,126072,47,4.67,28.83,South
903,12.466184,77.746429,196495,2582,2,2,House,Sale,119877,60,3.85,33.14,South
904,8.257545,76.64892,362797,1404,1,4,House,Rent,147604,35,2.45,5.89,North
905,12.165411,77.948396,55460,1294,2,4,Apartment,Sale,65574,48,8.63,38.16,South
906,8.584584,78.442667,475971,3196,1,2,House,Rent,130550,38,6.87,32.27,West
907,12.026635,79.489908,289442,3416,3,3,House,Rent,28846,68,4.12,39.2,North
908,9.171753,78.562106,220400,1609,3,1,Villa,Rent,51282,44,9.13,11.63,North
909,8.896839,77.987638,404821,2189,5,4,House,Rent,90999,39,9.19,13.5,North
910,8.34174,77.764386,156290,3152,2,3,Apartment,Sale,102913,49,3.82,33.5,South
911,8.48171,76.070538,57137,2172,3,3,Villa,Rent,148979,28,3.41,15.45,South
912,11.232921,78.536478,110096,1181,4,4,House,Sale,85522,21,9.34,16.84,North
913,8.965813,79.578512,144122,784,1,1,Apartment,Sale,26002,65,9.97,4.64,South
914,9.13402,77.493131,324268,3596,2,1,Apartment,Rent,132332,23,7.07,4.35,North
915,10.450991,78.112872,469997,1084,5,1,Apartment,Sale,73692,37,2.8,6.06,North
916,8.14929,79.862832,87333,3194,1,3,House,Rent,149295,49,7.49,17.96,West
917,8.107948,79.326745,133889,615,5,4,Apartment,Sale,101882,34,3.53,40.73,West
918,11.464224,79.633411,359657,2689,5,3,Villa,Sale,120249,45,4.9,46.13,West
919,11.918189,79.839967,247497,1817,5,2,Apartment,Rent,78069,39,2.84,49.72,West
920,12.40873,78.062063,338943,3691,2,3,Villa,Rent,42175,52,4.91,10.96,South
921,9.951809,77.474987,497277,1823,5,2,Villa,Sale,31828,46,8.93,10.43,West
922,9.397548,77.181652,201045,651,5,1,House,Sale,81197,67,8.07,9.88,East
923,12.575094,76.855179,315371,2834,5,4,Villa,Rent,47764,55,2.45,37.71,West
924,8.292765,78.042845,295803,1297,5,1,House,Sale,137870,55,3.59,32.9,North
925,11.842291,78.755595,123619,2320,1,3,Apartment,Rent,64930,34,4.01,32.63,East
926,10.494766,77.300682,424721,1123,3,3,Apartment,Sale,70121,47,6.79,18.19,West
927,9.685449,77.069777,66007,1735,3,4,House,Sale,51955,50,9.68,13.81,West
928,9.786207,76.101015,274524,2522,5,2,Apartment,Sale,62807,46,2.62,14.07,West
929,9.197779,76.948483,238531,3931,3,1,Villa,Sale,139307,45,5.31,13.15,East
930,9.087166,79.552122,178379,3365,3,1,Villa,Rent,135001,40,1.52,30.26,East
931,11.864073,78.528204,224218,510,4,4,House,Rent,60698,46,3.36,47.24,East
932,12.916259,76.577314,448559,1725,3,3,House,Rent,125743,23,4.9,49.64,East
933,11.748448,76.769334,143968,2263,1,1,Villa,Sale,123796,70,4.56,11.48,East
